Request ID,Memory Required,Node Allocated,Node Data,Time Taken,Failed Requests

	295,			2,			
								38,			2

	296,			15,			
								655,			16

	297,			30,			
								9420,			32

	298,			8,			
								638,			8

	299,			22,			
