Request ID,Memory Required,Node Allocated,Node Data,Time Taken,Failed Requests
	1,			19,			
								4,			16
								5,			8
								6,			4
								7,			2
								8,			1
								9,			1
								10,			2
								11,			1
								12,			1
								13,			4
								14,			2
								15,			1
								16,			1
								17,			2
								18,			1
								19,			1
								20,			8
								21,			4
								22,			2
								23,			1
								24,			1
								25,			2
								26,			1
								27,			1
								28,			4
								29,			2
								30,			1
								31,			1
								32,			2
								33,			1
								34,			1
								38,			2
								39,			1
								40,			1
								42,			1

	2,			6,			
								44,			4
								45,			2
								46,			1
								47,			1
								48,			2
								49,			1
								50,			1
								53,			2
								54,			1
								55,			1

	3,			25,			
								4,			16
								4,			16
								5,			8
								6,			4
								7,			2
								8,			1
								9,			1
								10,			2
								11,			1
								12,			1
								13,			4
								14,			2
								15,			1
								16,			1
								17,			2
								18,			1
								19,			1
								20,			8
								21,			4
								22,			2
								23,			1
								24,			1
								25,			2
								26,			1
								27,			1
								28,			4
								29,			2
								30,			1
								31,			1
								32,			2
								33,			1
								34,			1
								37,			4
								38,			2
								39,			1
								40,			1
								41,			2
								42,			1
								43,			1
								56,			2
								57,			1
								58,			1
								60,			2
								61,			1
								62,			1
								64,			1

	4,			14,			
								68,			8
								69,			4
								70,			2
								71,			1
								72,			1
								73,			2
								74,			1
								75,			1
								76,			4
								77,			2
								78,			1
								79,			1
								80,			2
								81,			1
								82,			1
								84,			4
								85,			2
								86,			1
								87,			1
								88,			2
								89,			1
								90,			1
								92,			2
								93,			1
								94,			1

	5,			15,			
								99,			8
								100,			4
								101,			2
								102,			1
								103,			1
								104,			2
								105,			1
								106,			1
								107,			4
								108,			2
								109,			1
								110,			1
								111,			2
								112,			1
								113,			1
								115,			4
								116,			2
								117,			1
								118,			1
								119,			2
								120,			1
								121,			1
								123,			2
								124,			1
								125,			1
								127,			1

	6,			21,			
								131,			16
								132,			8
								133,			4
								134,			2
								135,			1
								136,			1
								137,			2
								138,			1
								139,			1
								140,			4
								141,			2
								142,			1
								143,			1
								144,			2
								145,			1
								146,			1
								147,			8
								148,			4
								149,			2
								150,			1
								151,			1
								152,			2
								153,			1
								154,			1
								155,			4
								156,			2
								157,			1
								158,			1
								159,			2
								160,			1
								161,			1
								164,			4
								165,			2
								166,			1
								167,			1
								168,			2
								169,			1
								170,			1
								173,			1

	7,			31,			
								178,			8
								179,			4
								180,			2
								181,			1
								182,			1
								183,			2
								184,			1
								185,			1
								186,			4
								187,			2
								188,			1
								189,			1
								190,			2
								191,			1
								192,			1
								194,			16
								195,			8
								196,			4
								197,			2
								198,			1
								199,			1
								200,			2
								201,			1
								202,			1
								203,			4
								204,			2
								205,			1
								206,			1
								207,			2
								208,			1
								209,			1
								210,			8
								211,			4
								212,			2
								213,			1
								214,			1
								215,			2
								216,			1
								217,			1
								218,			4
								219,			2
								220,			1
								221,			1
								222,			2
								223,			1
								224,			1
								227,			4
								228,			2
								229,			1
								230,			1
								231,			2
								232,			1
								233,			1
								235,			2
								236,			1
								237,			1
								239,			1

	8,			4,			
								44,			4
								45,			2
								46,			1
								47,			1
								48,			2
								49,			1
								50,			1

	9,			9,			
								5,			8
								6,			4
								7,			2
								8,			1
								9,			1
								10,			2
								11,			1
								12,			1
								13,			4
								14,			2
								15,			1
								16,			1
								17,			2
								18,			1
								19,			1
								23,			1

														27207,		0
